"Release.Date";"Season";"Episode";"Episode.Title";"Name";"Sentence"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"it is a terrible thing i am asking. it is also the right thing. do you think i am the last man she will execute? who is more dangerous than the rightful heir to the iron throne?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"that is her decision. she is the queen."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"i am sorry it came to this."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"and your sisters? do you see them bending the knee?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"my sisters will be loyal to the throne."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"why do you think sansa told me the truth about you? because she does not want dany to be queen."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"she does not get to choose."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"no. but you do. and you have to choose now."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"when i was a girl, my brother told me it was made with a thousand swords from aegon's fallen enemies. what do a thousand swords look like in the mind of a little girl who can not count to twenty? i imagined a mountain of swords too high to climb. so many fallen enemies, you could only see the soles of aegon's feet."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"i saw them executing lannister prisoners in the street. they said they  acting on your orders."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"it was necessary."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"necessary? have you been down there? have you seen? children, little children, burned!"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"i tried to make peace with cersei. she used their innocence as a weapon against me. she thought it would cripple me."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"and tyrion?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"he conspired behind my back with my enemies. how have you treated people who've done the same to you, even when it broke your heart?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"forgive him."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"i can not."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"you can. you can forgive all of them, make them see they made a mistake. make them understand."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"please, dany."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"we can not hide behind small mercies. the world we need will not be built by men loyal to the world we have."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"the world we need is a world of mercy. it has to be."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"and it will be. it is not easy to see something that is never been before. a good world."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"how do you know? how do you know it will be good?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"because i know what is good. and so do you."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"i do not."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"you do. you do. you have always known."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"what about everyone else? all the other people who think they know what is good."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"they do not get to choose."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"daenerys targaryen";"be with me. build the new world with me. this is our reason. it has been from the beginning, since you  a little boy with a bastardo s name and i was a little girl who could not count to twenty. we do it together. we break the wheel together."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"you are my queen. now, and always."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"where is jon?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"he is our prisoner."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"so is lord tyrion. they  both to be brought to this gathering."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"we will decide what we do with our prisoners. this is our city now."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"if you look outside the walls of your city, you will find thousands of northmen who will explain to you why harming jon snow is not in your interest."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"and you will find thousands of unsullied who believe that it is."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"yara greyjoy";"some of you may be quick to forgive. the ironborn are not. i swore to follow daenerys targaryen."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"you swore to follow a tyrant."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"yara greyjoy";"she freed us from a tyrant. cersei is gone because of her, and jon snow put a knife in her heart. let the unsullied give him what he deserves."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"arya stark";"say another word about killing my brother and i will cut your throat."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"davos";"friends, please. we have been cutting each other's throats long enough. torgo nudho. am i saying that properly?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"davos";"if it  not for you and your men, we wouldo ve lost the war with the dead. this country owes you a debt it can never repay, but let us try. there is land in the reach. good land. the people that used to live there are gone. make it your own. start your own house with the unsullied as your bannermen. we have had enough war. thousands of you, thousands of them. you know how it ends. we need to find a better way."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"we do not need payment. we need justice. jon snow cannot go free."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"it is not for you to decide."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"you are not here to speak! everyone has heard enough words from you."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"you are right. and no one's any better for it. but it is not for you to decide. jon committed his crime here. his fate is for our king to decide. or our queen."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"maester wolkan";"we do not have a king or queen."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"you are the most powerful people in westeros. choose one."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"make your choice, then."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"edmure";"my lords and ladies. i suppose this is the most important moment of our lives. what we decide today will reverberate through the annals of history. i stand before you as one of the senior lords in the country. a veteran of two wars. and i like to think my experience has led to some small skill in statecraft - and underst-"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"uncle? please sit."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"maester wolkan";" , we have to choose someone."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"why just us?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"um- we represent all the great houses, but whomever we choose, they will not just rule over lords and ladies. maybe the decision about what is best for everyone should be left to , everyone."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"edmure";"maybe we should give the dogs a vote as ."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"yohn royce";"i will ask my horse."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"edmure";"i suppose you want the crown."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"me? the imp?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"half the people hate me for serving daenerys, the other half hate me for betraying her."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"can not think of a worse choice."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"davos";"who, then?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"i have had nothing to do but think these past few weeks. about our bloody history. about the mistakes we have made."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"what unites people? armies? gold? flags? stories. there is nothing in the world more powerful than a good story. nothing can stop it. no enemy can defeat it. and who has a better story than bran the broken? the boy who fell from a high tower and lived. he knew he would never walk again, so he learned to fly. he crossed beyond the wall, a crippled boy, and became the three-eyed raven. he is our memory, the keeper of all our stories. the wars, weddings, births, massacres, famines. our triumphs... mm, our defeats, our past. who better to lead us into the future?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"bran has no interest in ruling and he can not father children."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"good. sons of kings can be cruel and stupid, as you  know. his will never torment us. that is the wheel our queen wanted to break."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"from now on, rulers will not be born. they will be chosen on this spot by the lords and ladies of westeros to serve the realm."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"i know you do not want it. i know you do not care about power. but i ask you now, if we choose you will you wear the crown? will you lead the seven kingdoms to the best of your abilities from this day until your last day?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"why do you think i came all this way?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"to brandon of house stark... i say aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"edmure";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"riverlands lord";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"yohn royce";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"maester wolkan";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"robin";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"dornish prince";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"yara greyjoy";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"ironborn lord";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"vale lord";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"gendry baratheon";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"davos";"i am not sure i get a vote, but aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"brienne";"aye."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"i love you, little brother. i always will. you will be a good king. but tens of thousands of northmen fell in the great war defending all of westeros. and those who survived have seen too much and fought too hard ever to kneel again. the north will remain an independent kingdom, as it was for thousands of years."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"all hail bran the broken, first of his name, king of the andals and the first men, lord of the six kingdoms and protector of the realm."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"all";"all hail bran the broken!"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"lord tyrion, you will be my hand."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"n- no, your grace, i do not want it."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"and i do not want to be king."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"i do not deserve it. i thought i was wise, but i was not. i thought i knew what was right, but i did not. choose ser davos. choose anyone else."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"i choose you."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"you cannot."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"yes, i can. i am king."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"this man is a criminal. he deserves justice."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"he just got it. he is made many terrible mistakes. he is going to spend the rest of his life fixing them."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"it is not enough."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"giving you to the unsullied would start a war. letting you walk free would start a war. so our new king has chosen to send you to the night's watch."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"there is still a night's watch?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"the world will always need a home for bastards and broken men."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"you shall take no wife, hold no lands, father no children. the unsullied wanted your head of course, but grey worm has accepted the justice of a life sentence. sansa and arya wanted you freed, but they understand our new king needs to make peace. no one is very happy. which means it is a good compromise, i suppose."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"was it right? what i did?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"what we did."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"it does not feel right."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"ask me again in ten years."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"i do not expect we will ever see each other again."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"i would not be so sure. a few years as hand of the king would make anyone want to piss off the edge of the world."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"unsullied captain";"all the men have boarded."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"grey worm";"good. we sail for the isle of naath."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"i wish there had been another way. can you forgive me?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"the north is free, thanks to you."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"but they lost their king."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"ned stark's daughter will speak for them. she is the best they could ask for."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"you can come see me, you know, at castle black."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"arya stark";"i can not."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"you think anyone will dare tell you women are not allowed?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"arya stark";"i am not going back north."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sansa stark";"where are you going?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"arya stark";"what is west of westeros?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"arya stark";"no one knows. it is where all the maps stop. that is where i am going."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"you have your needle?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"arya stark";"right here."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"your grace."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"jon snow";"i am sorry i was not there when you needed me."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"you  exactly where you  supposed to be."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"that is not- uh-"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"what is this?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"a song of ice and fire. archmaester ebrose's history of the wars following the death of king robert. i helped him with the title."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"i suppose i come in for some heavy criticism."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"oh, i would not say that."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"oh, he is kind to me. never wouldo ve guessed."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"he is not kind?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"he-"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"he what? what does he say about me?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"i do not believe you are mentioned, ahem."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"your grace."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"davos";"your grace."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"your grace."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"your grace."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"we appear to be missing a master of whisperers. and a master of laws. and a master of war."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"yes, your grace. suitable prospects will be brought to you for an audience in the coming weeks."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"and drogon? any word?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"he was last spotted flying east, toward-"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"the farther away, the better."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"perhaps i can find him. do carry on with the rest."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"as you wish, your grace."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"brienne";"ser podrick."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"we serve at your pleasure, king bran the broken, ruler of the six kingdoms and protector of the realm. long may he reign."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"long may he reign."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"davos";"long may he reign."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"brienne";"long may he reign."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"long may he reign."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"that will improve."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bran stark";"i am sure it will."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"ser bronn of the blackwater, lord of highgarden, lord paramount of the reach and master of coin, would you say the crown's debt to you has been paid?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"in full, my lord hand."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"good. time to start incurring a new one. we have hungry people to feed. can we expect some assistance in this regard?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"indeed we can."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"lord davos, we have an armada to rebuild and ports to repair."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"davos";"we have. these projects will begin as soon as the master of coin and lord of lofty titles provides funding."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"the master of coin looks forward to helping the master of ships, but first he has to ensure we are not wasting coin, or soon there will not be no more coin."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"davos";"any more."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"you master of grammar now too?"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"grandmaester, ahem, it is my theory, based on my years of work on the casterly rock sewers, that clean water leads to a healthier population."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"the archmaester has done some research on this subject and it turns out-"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"the strong live and the weak do not."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"find the best builders and set them to the task."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"oh, speaking of builders, all the best brothels burned down. the master of coin is willing to fund reconstruction."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"sam";"uh... the archmaester is less than enthusiastic about the salutary effects of brothels."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";" , i imagine he is not using them properly."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"brienne";"i think we can all agree that ships take precedence over brothels."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"bronn";"i think that is a very presumptuous statement."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"tyrion lannister";"i once brought a jackass and a honeycomb into a brothel."
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"man";"the queen in the north!"
"2019-05-19";"Season 8";"Episode 6";"The Iron Throne";"all";"the queen in the north! the queen in the north! the queen in the north! the queen in the north! the queen in the north!"
